id,age,genre,revenu,ville,region,arrondissement,adresse,accorderie,mapid
2358,55-65,0,10001-20000,Montréal,Montréal,Le Plateau-Mont-Royal,H2L,114,8090
2372,31-54,0,0,Montréal,Montréal,Verdun,H3E,88,8105
2429,31-54,0,30001-50000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,8033
2443,55-65,1,0-10000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1W,114,8020
2470,66-80,0,20001-30000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,7991
2471,81-95,0,20001-30000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,88,7992
2562,66-80,0,20001-30000,Rimouski,Bas-Saint-Laurent,,G5L,118,7920
2563,66-80,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H2X,88,7899
2569,66-80,0,0-10000,Montréal,Montréal,Ville-Marie,H2L,88,7892
2570,0,0,0,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,7893
2574,66-80,0,10001-20000,Montréal-Est,Montréal,,H1W,88,7918
2614,31-54,0,50001-,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,7855
2616,31-54,0,0,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H4G,88,7857
2627,31-54,0,0-10000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1N,88,7841
2658,66-80,1,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H4G,88,7817
2682,0,0,0,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,7789
2683,55-65,0,0-10000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,7790
2684,31-54,0,10001-20000,Montréal,Montréal,Ville-Marie,H4C,88,7791
2685,66-80,0,0,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1L,88,7792
2692,55-65,0,0-10000,Montréal,Montréal,Montréal-Nord,H1H,104,7774
2721,31-54,0,30001-50000,Montréal,Montréal,Ville-Marie,H2K,88,7746
2723,0,0,10001-20000,Montréal,Montréal,Ville-Marie,H2K,88,7748
2735,31-54,1,20001-30000,Montréal,Montréal,Le Plateau-Mont-Royal,H2W,88,7727
2741,31-54,0,0-10000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,88,7725
2776,55-65,1,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,88,7690
2795,31-54,1,50001-,Montréal,Montréal,Montréal-Nord,H1H,104,7683
2804,55-65,1,0-10000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,88,7663
2821,31-54,0,20001-30000,Montréal,Montréal,Le Plateau-Mont-Royal,H2H,88,7643
2822,31-54,0,10001-20000,Montréal-Est,Montréal,,H1L,88,7641
2824,0,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,88,5058
2833,31-54,0,20001-30000,Montréal,Montréal,Villeray--Saint-Michel--Parc-Extension,H2R,88,7627
2869,31-54,0,50001-,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1N,88,7585
2871,31-54,1,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,88,7587
2908,66-80,1,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1M,114,7559
2947,31-54,0,20001-30000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,88,7520
2950,31-54,1,0-10000,Montréal,Montréal,Villeray--Saint-Michel--Parc-Extension,H2R,88,7515
2964,31-54,1,10001-20000,Montréal-Est,Montréal,,H1V,88,7497
3063,0,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,88,7400
3064,31-54,0,50001-,Montréal,Montréal,Le Plateau-Mont-Royal,H2H,88,7401
3066,55-65,1,20001-30000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,7403
3067,31-54,1,0-10000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,7404
3120,0,1,50001-,Montréal,Montréal,Ahuntsic-Cartierville,H2M,88,7346
3132,31-54,1,0-10000,Montréal,Montréal,Rosemont--La Petite-Patrie,H2S,114,7334
3188,31-54,0,0,Montréal-Est,Montréal,,H1V,88,7272
3262,66-80,0,30001-50000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,88,7199
3263,31-54,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,88,7200
3264,66-80,0,20001-30000,L'Épiphanie,Lanaudière,,J5X,88,7201
3266,0,0,10001-20000,Montréal,Montréal,Le Plateau-Mont-Royal,H2T,88,7203
3342,18-30,0,0,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,7130
3355,31-54,0,30001-50000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,7116
3438,55-65,0,20001-30000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1W,114,7037
3475,31-54,0,50001-,Montréal,Montréal,Montréal-Nord,H1H,104,7001
3478,31-54,0,10001-20000,Montréal,Montréal,Ville-Marie,H2L,88,7104
3504,31-54,0,50001-,Longueuil,Montérégie,Le Vieux-Longueuil,J4M,115,6992
3533,55-65,1,50001-,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1M,88,6934
3534,31-54,0,10001-20000,Montréal,Montréal,Ville-Marie,H2K,88,6935
3535,31-54,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,6936
3536,31-54,0,50001-,Montréal,Montréal,Ahuntsic-Cartierville,H1V,88,6937
3537,31-54,1,30001-50000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,88,6938
3538,55-65,0,30001-50000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,6939
3548,31-54,0,0-10000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,88,6922
3549,0,0,50001-,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1L,88,6923
3550,31-54,1,30001-50000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,88,6924
3551,31-54,0,0-10000,Montréal,Montréal,Le Plateau-Mont-Royal,H2K,88,6925
3552,66-80,0,10001-20000,Montréal,Montréal,Verdun,H4G,88,6926
3635,55-65,0,0-10000,Boucherville,Montérégie,,J4B,88,6849
3696,31-54,0,30001-50000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,88,6778
3699,66-80,0,20001-30000,Montréal,Montréal,Ville-Marie,H2L,88,6781
