"NoCategorieSousCategorie";"NoSousCategorie";"NoCategorie";"TitreOffre";"Supprimer";"Approuver";"Description";"NoOffre"
"660";"A";"111";"Hébergement en maison courte durée";"0";"-1";"Vous offre espace pour dormir dans sa maison ou son appartement pour un court séjour (quelques nuits au plus)";"1"
"661";"E";"108";"Initiation prise de vue photo";"0";"-1";"Initiation aux techniques de prise de vue, cadrage - photographie classique ou numérique";"13"
"662";"D";"110";"Formation en portage d'enfants";"0";"-1";"Atelier pour apprendre à utiliser différents porte-bébés: écharpe porte-bébé, porte-bébé chinois, pagne africain, sling, etc.";"8"
"663";"A";"102";"Initiation banques de données / Access";"0";"-1";"Initiation à la création et l'utilisation de logiciels de banques de données, par exemple Access";"10"
"664";"D";"110";"Accompagnement pré-natal et naissance";"0";"-1";"Rencontres pré-natales pour se préparer à l'accouchement, planification, etc. - aucune intervention médicale ou psychologique";"9"
"665";"Z";"104";"Travaux divers en hauteur";"0";"-1";"Interventions variées, en hauteur et avec équipement de sécurité: installation de corde à linge, cabane d'oiseaux, antenne, peinture, réparations, drain ou déneigement de toiture, etc.";"4"
"666";"C";"100";"Accompagnement raquette";"0";"-1";"Accompagnement pour une sortie en raquette";"16"
"667";"A";"106";"Peinture sur bois";"0";"-1";"Fait peinture sur objets en bois";"12"
"668";"A";"106";"Peinture sur verre";"0";"-1";"Fait peinture sur objets en verre";"13"
"669";"B";"106";"Réparation bijoux";"0";"-1";"Répare vos bijoux";"4"
"670";"C";"106";"Confection jouet en tissu";"0";"-1";"Fabrique poupées, animaux, etc. en tissu";"24"
"671";"Z";"106";"Cordonnerie";"0";"-1";"Réparation de souliers et objets divers en cuir, suède, etc.";"2"
"672";"C";"107";"Conversation suédoise";"0";"-1";"Conversation en suédois";"30"
"673";"C";"107";"Conversation allemande";"0";"-1";"Conversation en allemand";"32"
"674";"D";"107";"Conseils en édition";"0";"-1";"Vous conseille pour vos projets d'édition";"21"
"675";"G";"108";"Initiation sculpture";"0";"-1";"Initiation à la sculpture";"12"
"676";"H";"108";"Histoire de l'art";"0";"-1";"Initiation à l'histoire de l'art";"4"
"677";"B";"109";"Initiation volley-ball";"0";"-1";"Initiation au volley-ball";"12"
"678";"B";"109";"Initiation soccer";"0";"-1";"Initiation au soccer (football)";"13"
"679";"C";"109";"Fartage ski de fond";"0";"-1";"Fartage de vos skis de fond";"6"
"680";"D";"109";"Initiation danse sociale";"0";"-1";"Initiation aux danses sociales populaires (country, rock, etc.)";"4"
"681";"F";"109";"Animation fêtes et événements";"0";"-1";"Anime vos soirées, événements spéciaux, etc.";"7"
"682";"E";"110";"Maquillage";"0";"-1";"Vous maquille et donne des conseils pour maquillage de tous les jours ou pour soirées";"12"
"683";"C";"111";"Guide touristique Trois-Rivières";"0";"-1";"Guide touristique pour la ville de Trois-Rivières";"40"
"684";"C";"102";"Installation Internet";"0";"-1";"Aide pour branchement Internet chez soi";"4"
"685";"C";"102";"Assistance problème Internet";"0";"-1";"Vous assiste en cas de problème avec Internet à la maison (par exemple: difficultés de connexion, panne, etc.)";"5"
"686";"C";"105";"Initiation cuisine asiatique";"0";"-1";"Initiation à la cuisine asiatique";"30"
"687";"D";"105";"Conseils alimentation bio et naturelle";"0";"-1";"Conseils pour se nourrir de façon plus naturelle, par exemple avec des aliments biologiques";"6"
"688";"E";"110";"Lavage cheveux";"0";"-1";"Peut laver vos cheveux";"4"
"689";"D";"108";"Humoriste";"0";"-1";"Présente spectacle ou sketchs d'humour";"7"
"690";"A";"110";"Conseils blessures légères";"0";"-1";"Conseils pour soigner de petites blessures (coupure, brûlure, hématome, lésion&#8230;)";"10"
"691";"Z";"199";"Initiation autodéfense";"0";"-1";"Apprentissage de techniques ou gestes d'autodéfense et conseils";"3"
"692";"C";"111";"Tour guidé Hochelaga-Maisonneuve";"0";"-1";"Tour guidé du quartier Hochelaga-Maisonneuve";"21"
"693";"C";"110";"Initiation techniques respiratoires";"0";"-1";"Vous apprend à mieux respirer pour vous détendre et améliorer votre santé";"21"
"694";"C";"100";"Accompagnement tango";"0";"-1";"Accompagnement pour danser le tango";"6"
"695";"G";"100";"Conseils relation avec chat";"0";"-1";"Conseils pour améliorer la relation avec votre chat";"10"
"696";"A";"105";"Préparation fudge / sucre à la crème";"0";"-1";"Préparation de sucre à la crème ou de fudge (au chocolat, etc.)";"31"
"697";"D";"105";"Conseils cuisine saine et rapide";"0";"-1";"Conseils pour cuisine minute naturelle et saine";"7"
"698";"D";"106";"Leçons de dentelle";"0";"-1";"Vous montre à fabriquer des dentelles à la main";"19"
"699";"E";"108";"Prise de photos objets";"0";"-1";"Prend des photos d'objets, notamment pour des annonces dans le journal ou sur internet";"8"
"700";"Z";"109";"Jeu de chirologie ";"0";"-1";"Étude des lignes de la main - À titre de loisir: il ne s'agit pas d'un service pour prédire votre avenir, vous conseiller ou vous aider à vous orienter dans la vie";"5"
"701";"D";"104";"Aménagement de l'espace maison";"0";"-1";"Organisation de vos pièces pour maximiser l'espace et le rangement dans votre logement ou maison";"6"
"702";"E";"110";"Manucure";"0";"-1";"Soins pour les ongles et les mains, avec possibilité de décorations pour les ongles";"13"
"703";"C";"101";"Conseils négociation de vente";"0";"-1";"Conseils pour vous préparer à la vente d'un bien ou d'un service";"5"
"704";"C";"101";"Conseils hypothèque#maintenant 101-F-3";"-1";"-1";"Conseils pour négocier une hypothèque pour votre futur achat immobilier, comme trouver les meilleurs taux d'intérêt";"6"
"705";"Z";"102";"Assistance achat matériel informatique";"0";"-1";"Vous assiste dans l'achat de pièces d'ordinateur ou de système complet au meilleur coût";"3"
"706";"D";"110";"Conseils pratiques éducation des enfants";"0";"-1";"Donne aux parents des conseils pratiques liés à l'éducation de leurs enfants (pas d'intervention psychologique)";"10"
"707";"D";"109";"Initiation baladi";"0";"-1";"Initiation à la danse orientale baladi";"5"
"708";"G";"100";"Toilettage chat";"0";"-1";"Toilettage de votre chat: tonte, brossage, lavage, etc.";"11"
"709";"I";"104";"Conseils en aménagement paysager";"0";"-1";"Conseils et trucs pratiques pour aménager votre terrain, l'ajout de fleurs (vivaces ou annuelles), arbres, arbustes ou balconnières, le choix de matériaux, etc.";"7"
"710";"B";"108";"Musique d'ambiance flûte";"0";"-1";"Musique d'ambiance à la flûte pour événements comme mariages, etc.";"8"
"711";"E";"110";"Tressage cheveux";"0";"-1";"Peut vous faire des tresses";"5"
"712";"D";"101";"Conseils entrevue d'emploi pour immigrants";"0";"-1";"Conseils aux immigrants pour une entrevue d'emploi dans le contexte québécois";"8"
"713";"C";"107";"Apprentissage du cantonais";"0";"-1";"Apprentissage du cantonais (langue chinoise)";"33"
"714";"C";"106";"Apprentissage écriture chinoise";"-1";"-1";"Apprentissage des caractères chinois (écriture traditionnelle ou simplifiée)";"34"
"715";"C";"107";"Apprentissage écriture chinoise";"0";"-1";"Apprentissage des caractères chinois (écriture traditionnelle ou simplifiée)";"34"
"716";"F";"109";"Animation éveil musical pour enfants";"0";"-1";"Initiation à la musique pour groupe d'enfants, sous forme de jeux éducatifs";"8"
"717";"E";"101";"Aide planification mariage";"0";"-1";"Vous familiarise avec les exigences légales d'un mariage, les ressources disponibles, la sélection d'un lieu, d'un célébrant, des témoins, et les frais impliqués";"7"
"718";"Z";"101";"Aide démarches juridiques";"0";"-1";"Vous assiste dans vos recherches d'informations et diverses démarches: droit municipal, biens et successions, mise en demeure, logement, etc. - Ne donne pas d'avis juridique";"2"
"719";"Z";"199";"Conseils présentation devant public";"0";"-1";"Aide à vous préparer pour une intervention devant auditoire: présentation personnelle ou sur un sujet dans un cadre professionnel, familial ou social, exposé oral à l'école, intervention au micro pour conférence ou événement, etc.";"4"
"720";"D";"107";"Aide rédaction de récits de vie";"0";"-1";"Vous assiste dans la rédaction de vos mémoires ou de récits de vie, les vôtres ou ceux de vos parents, vos ancêtres...";"12"
"721";"A";"105";"Fabrication herbes salées";"0";"-1";"Fabrique cet assaisonnement pour divers plats, selon le mode de conservation traditionnel (à partir de persil, échalote, céleri, cerfeuil, poireau, etc.)";"32"
"722";"D";"106";"Leçons de broderie";"0";"-1";"Vous montre à fabriquer des broderies à la main";"18"
"723";"C";"104";"Conseils pour construction écologique";"0";"-1";"Conseils pour projets de construction ou d'aménagement, résidentiel ou communautaire, selon une approche globale de respect et d'intégration dans l'environnement, de récupération, etc.";"18"
"724";"A";"101";"Aide pour préparation plan d'affaires";"0";"-1";"Conseils et soutien pour démarrage ou modification d'entreprise, incluant états financiers prévisionnels, trésorerie, recherche de subventions, etc.";"4"
"725";"A";"100";"Accompagnement démarches gouvernement";"0";"-1";"Accompagnement pour démarches auprès du gouvernement et d'institutions publiques (ex. inscription à l'Assurance-maladie, au supplément de revenu garanti, etc.)";"6"
"726";"A";"109";"Mise en forme plein air pour parent-bébé";"0";"-1";"Vous accompagne ou vous conseille pour randonnées pédestres et sorties à vélo, à pied, en ski de fond, en patins avec votre bébé";"12"
"727";"C";"100";"Accompagnement sortie avec voiturette bébé";"0";"-1";"Accompagnement pour une sortie avec votre bébé, à vélo ou en patins, course à pied ou randonnée (voiturette fournie)";"17"
"728";"A";"108";"Pédagogie de l'éveil musical";"0";"-1";"Transmet conseils et outils pour l'éveil à la musique chez les enfants (ex. jeux, objets sonores, mouvement, contes, chansons, etc.)";"5"
"729";"A";"108";"Apprentissage synthétiseur";"0";"-1";"Vous apprend à jouer du synthétiseur";"26"
"730";"B";"108";"Accordeur de piano";"0";"-1";"Peut accorder votre piano";"24"
"731";"E";"108";"Diaporama photo souvenir";"0";"-1";"Montage informatisé, avec ou sans trame sonore / musicale ou texte d'accompagnement, de vos photos de toute occasion: mariage, événement, famille, voyage, etc.";"21"
"732";"A";"111";"Site pour camping";"-1";"-1";"Vous offre espace pour planter votre tente sur son terrain, avec ou sans accès aux commodités domestiques (par ex. eau, etc.)
*** Retiré de la liste le 9 avril 2013 car jamais échangé; ressemble plus à de la location qu'à un service personnel";"2"
"733";"B";"110";"Fabrication colliers de bois pour nourrissons";"0";"-1";"Fabrique colliers en bois pouvant aider à soulager certains troubles, comme les maux de dents des bébés nourrissons";"8"
"734";"B";"105";"Cuisine plats asiatiques";"0";"-1";"Cuisine pour vous des plats asiatiques";"6"
"735";"B";"105";"Aide cuisine asiatique";"0";"-1";"Aide pour cuisine asiatique";"7"
"736";"E";"110";"Extension de cheveux";"0";"-1";"Peut vous poser des extensions de cheveux (rallonges)";"6"
"737";"A";"101";"Conseils gestion carrière artistique";"0";"-1";"Conseils pour la gestion de votre carrière comme artiste: comment monter son dossier et son CV artistique, documenter ses oeuvres, présenter son projet pour une bourse ou une galerie d'art, etc.";"5"
"738";"C";"104";"Conseils construction ballots de paille";"0";"-1";"Conseils et aide pour la construction de maisons et bâtiments en ballots de paille";"19"
"739";"C";"104";"Conseils isolation ballots de paille";"0";"-1";"Conseils et aide pour l'isolation de maisons et bâtiments avec des ballots de paille";"20"
"740";"B";"105";"Cuisine plats colombiens";"0";"-1";"Cuisine pour vous des plats de Colombie";"8"
"741";"B";"105";"Cuisine plats haïtiens";"0";"-1";"Cuisine pour vous des plats d'Haïti";"9"
"742";"B";"105";"Cuisine plats tchétchènes";"0";"-1";"Cuisine pour vous des plats de Tchétchénie";"10"
"743";"C";"111";"Découverte parc des Rapides de Lachine";"0";"-1";"Fait découvrir le parc des Rapides de Lachine";"22"
"744";"C";"111";"Découverte Fort Chambly";"0";"-1";"Fait découvrir le fort Chambly, sur le bord de la rivière Richelieu";"23"
"745";"D";"111";"Conseils préparation voyage Ouest canadien";"0";"-1";"Conseils préparation de voyage dans l'Ouest canadien";"8"
"746";"C";"108";"Formation théâtre";"0";"-1";"Atelier de théâtre pour toute personne voulant développer son expression et/ou son imagination";"6"
"747";"A";"106";"Peinture sur céramique ou porcelaine";"0";"-1";"Fait peinture sur vaisselle ou autres objets en céramique ou porcelaine (bol, théière, etc.)";"14"
"748";"B";"106";"Initiation fabrication bijoux";"0";"-1";"Initiation à la fabrication de bijoux et objets de joaillerie (ex. bague, anneau de serviette, signet, etc.)";"11"
"749";"B";"106";"Initiation fabrication bijoux récupérés";"0";"-1";"Initiation à la fabrication de bijoux à partir de matières récupérées";"12"
"750";"C";"110";"Drainage lymphatique";"0";"-1";"Séance de drainage lymphatique, technique spécifique de massage manuel de la lymphe";"7"
"751";"D";"104";"Confection et aide décoration intérieure";"0";"-1";"Aide variée pour la décoration intérieure: prise de mesures, confection et/ou installation d'éléments de décoration, etc.";"7"
"752";"D";"104";"Accompagnement choix de décoration";"0";"-1";"Vous accompagne pour choisir divers éléments pouvant décorer votre intérieur: meubles, rideaux, tissus, bibelots, etc.";"8"
"753";"C";"106";"Rembourrage";"0";"-1";"Rembourre vos coussins, meubles, etc. - peut vous aider à choisir le tissu";"25"
"754";"F";"102";"Réparation imprimante ";"-1";"-1";"Réparation d'imprimante";"1"
"755";"G";"102";"Réparation imprimante";"0";"-1";"Réparation d'imprimante";"1"
"756";"D";"111";"Conseils préparation voyage en Espagne";"0";"-1";"Conseils pour préparer un voyage en Espagne";"9"
"757";"D";"111";"Conseils préparation voyage au Brésil";"0";"-1";"Conseils pour préparer un voyage au Brésil";"10"
"758";"C";"109";"Initiation végétation forestière";"0";"-1";"Identification des principales plantes et végétaux comestibles ou utilitaires poussant en forêt";"7"
"759";"B";"108";"Écriture paroles de chanson - parolier ";"0";"-1";"Peut écrire les paroles pour une chanson dont vous avez composé la musique";"18"
"760";"B";"108";"Arrangements musicaux";"0";"-1";"Peut faire les arrangements pour une mélodie ou une chanson de votre composition";"19"
"761";"A";"105";"Confection pâtisserie";"0";"-1";"Confection de pâtisseries diverses";"33"
"762";"E";"109";"Initiation billard";"0";"-1";"Initiation au billard";"3"
"763";"E";"102";"Optimisation système d'exploitation (software)";"0";"-1";"Optimise les performances de votre système d'exploitation";"3"
"764";"E";"102";"Optimisation matériel informatique (hardware)";"0";"-1";"Optimise les performances de votre matériel informatique";"4"
"765";"E";"101";"Conseils efficacité communicationnelle";"-1";"-1";"";"8"
"767";"Z";"101";"Conseils en efficacité communicationnelle";"0";"-1";"Révision de vos documents promotionnels et conseils divers pour une stratégie de communication efficace";"3"
"766";"F";"108";"Révision matériel promotionnel";"0";"-1";"Suggestions d'améliorations pour vos outils de promotion visuelle: affiche, site web, dépliant, etc.";"6"
"768";"D";"109";"Démonstration danse irlandaise";"0";"-1";"Présentation de diverses formes de danse irlandaise, possibilité de démonstration devant public (fête, événement)";"30"
"769";"C";"111";"Promenades découverte de Québec";"0";"-1";"Promenades (à pied, à vélo, en bus...) question de découvrir des endroits selon vos intérêts: espaces verts, cafés, lieux de détente, etc. - idéal pour nouveaux arrivants";"6"
